lemma,frequency,hdbscan_cluster,hdbscan_label,leiden_cluster,leiden_label,in_agwn,agwn_semfields,agwn_gloss
ἐπίκουρος,33,140,Psychology (2); Human Physiology (2),2,Psychology (26); Human Physiology (26); Human figures (21),True,Athletic & Outdoor Sports & Games; Economics; Games Of Chance; Internal Commerce (Domestic Trade),"profit oriented: ""a commercial book""; ""preached a mercantile and militant patriotism""-John Buchan; ""a mercenary enterpri"
θαλερός,33,113,"Life Sciences; Biology (7); Eating, drinking; using drugs (6); Animals (Zoology) (6)",20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,"Animals (Zoology); Chemistry; Color; Eating, drinking; using drugs; Economics; Fashion design of clothing; Food & Drink; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Grammar; Human Physiology; Human anatomy, cytology & histology; Insects; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Literature; Medicine & Health; Meteorology; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Philosophy & Psychology; Physics; Plants (Botany); Political Science; Psychology; Public Finance; Religion; Sociology & anthropology; Sound & related vibrations; Stage Presentations; Stocks; Transportation; Ground Transportation","used of the older of two persons of the same name especially used to distinguish a father from his son: ""Bill Adams, Sr."
Πριαμίδης,33,116,Psychology (10); Life Sciences; Biology (10); Human figures (10),27,Life Sciences; Biology (14); Animals (Zoology) (11); Economics (10),False,,
χῶρος,33,155,Life Sciences; Biology (20); Plants (Botany) (15); Building & Construction (14),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,"Agriculture; Agriculture & related technologies; Arts & Recreation; Astrology; Athletic & Outdoor Sports & Games; Building & Construction; Business enterprises and their structure; Community planning and development; Economics; Electricity & electronics; Equestrian Sports & Animal Racing; Geography & Travel; Geology, Hydrology & Meteorology; Human anatomy, cytology & histology; Internal Commerce (Domestic Trade); Linguistics; Literature; Mathematics; Music; News Media, Journalism & Publishing; Painting; Photography, computer art, cinematography, videography; Physics; Political Science; Public Administration; Sociology & anthropology; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","a blank character used to separate successive words in writing or printing: ""he said the space is the most important cha"
αἰχμή,33,-1,(noise),3,"Eating, drinking; using drugs (54); Life Sciences; Biology (50); Transportation; Ground Transportation (50)",True,"Animals (Zoology); Architecture; Arts & Recreation; Athletic & Outdoor Sports & Games; Atomic and nuclear physics; Ball games; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Diplomacy; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Fishing; Food & Drink; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Grammar; Higher Education; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Life Sciences; Biology; Linguistics; Literature; Mathematics; Medicine & Health; Metrology & standardization; Music; News Media, Journalism & Publishing; Numismatics & Sigillography; Outdoor life; Philosophy & Psychology; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Production; Psychology; Religion; Science; Secondary education; Sociology & anthropology; Stage Presentations; Surgery & Related Medical Specialties; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","a principle or condition that customarily governs behavior: ""it was his rule to take a walk before breakfast""; ""short ha"
διώκω,33,-1,(noise),4,Human Physiology (27); Athletic & Outdoor Sports & Games (25); Transportation; Ground Transportation (23),True,Institutions pertaining to relations of the sexes; Law,"go in search of or hunt for: ""pursue a hobby"""
κλείς,33,180,Law (7); Building & Construction (7); Linguistics (7),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Art Metalwork; Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Boating; Building & Construction; Card games; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Electricity & electronics; Equestrian Sports & Animal Racing; Fashion design of clothing; Furniture; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Insects; Law; Linguistics; Literature; Medicine & Health; Metrology & standardization; Music; Outdoor life; Personal Health & Safety; Photography, computer art, cinematography, videography; Physics; Political Science; Production; Psychology; Sociology & anthropology; Sound & related vibrations; Sports, Games & Entertainment; Transportation; Ground Transportation; Water, Air & Space Transportation",a fastener that fastens or locks a door or window
διοτρεφής,33,39,Metrology & standardization (3); History & Geography (3); Law (2),15,Psychology (39); Human Physiology (30); Law (27),False,,
δόρπον,33,93,"Eating, drinking; using drugs (4); Law (3); Ball games (3)",25,Psychology (27); Life Sciences; Biology (24); Transportation; Ground Transportation (22),True,"Eating, drinking; using drugs; Food & Drink; Time","a later concluding time period: ""it was the evening of the Roman Empire"""
μυρίος,32,-1,(noise),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,Grammar; Human Physiology; Metrology & standardization; Number & quantity; Plants (Botany); Sociology & anthropology,not measured
οὔτι,32,-1,(noise),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,"Arts & Recreation; Chemistry; Higher Education; Human Physiology; Managemennt of personal and family living; grooming; Mathematics; Metrology & standardization; Money; Music; Psychology; Science; Sociology & anthropology; Sports, Games & Entertainment; Statistical mathematics","having or prompted by wisdom or discernment: ""a wise leader""; ""a wise and perceptive comment"""
γείνομαι,32,-1,(noise),9,Psychology (30); Life Sciences; Biology (26); Economics (25),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Athletic & Outdoor Sports & Games; Ball games; Chemistry; Economics; Electricity & electronics; Fashion design of clothing; Games Of Chance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Medicine & Health; News Media, Journalism & Publishing; Production; Psychology; Transportation; Ground Transportation","bring out for display: ""The proud father produced many pictures of his baby""; ""The accused brought forth a letter in cou"
εἴκοσι,32,49,Number & quantity (17); Music (8); Animals (Zoology) (7),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,Number & quantity,denoting a quantity consisting of 20 items or units
τυτθός,32,64,Psychology (10); Economics (9); Astronomy (7),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,Human Physiology; Sound & related vibrations; Time,"(of a voice) faint; ""a little voice""; ""a still small voice"""
χαλκοχίτων,32,116,Psychology (10); Life Sciences; Biology (10); Human figures (10),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,,
κομίζω,32,5,Psychology (5); Geography & Travel (5); Economics (5),42,"Economics (23); Eating, drinking; using drugs (23); Psychology (23)",False,,
τέλος,32,-1,(noise),7,Economics (15); Athletic & Outdoor Sports & Games (14); Life Sciences; Biology (14),True,"Architecture; Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Business enterprises and their structure; Chemistry; Economics; Education; Human anatomy, cytology & histology; Human figures; Internal Commerce (Domestic Trade); Life Sciences; Biology; Literature; Mathematics; Money; Political Science; Production; Psychology; Public Finance; Religion; Secondary education; Sociology & anthropology; Stage Presentations; Taxes and taxation; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","the act of becoming or making complete: ""her work is still far from completion"""
ὄρνις,32,143,Animals (Zoology) (7); Human figures (6); Life Sciences; Biology (6),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Animals (Zoology); Architecture; Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Chess; Classical mechanics; solid mechanics; Color; Community planning and development; Eating, drinking; using drugs; Fashion design of clothing; Games Of Chance; Geography & Travel; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Life Sciences; Biology; Physics; Plants (Botany); Psychology; Public Administration; Religion; Sociology & anthropology; Transportation; Ground Transportation; Water, Air & Space Transportation",a person who is used to perform unpleasant or dishonest tasks for someone else
ἐυκτίμενος,32,139,Geography & Travel (2),35,Human Physiology (26); Geography & Travel (26); Psychology (26),False,,
τρεῖς,32,-1,(noise),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,Card games; Number & quantity,one of four playing cards in a deck having three pips
πεζός,32,18,Psychology (8); Transportation; Ground Transportation (7); Life Sciences; Biology (7),26,Economics (23); Psychology (22); Athletic & Outdoor Sports & Games (22),True,Astronomy; Economics; Geography & Travel; Human Physiology; Life Sciences; Biology; Linguistics; Music; Plants (Botany); Psychology; Sociology & anthropology; Statistical mathematics; Time,"affecting the people or community as a whole: ""community leaders""; ""community interests""; ""the public welfare"""
ἄγριος,32,126,Human Physiology (5); Psychology (4); Sociology & anthropology (4),8,Psychology (31); Human Physiology (23); Medicine & Health (21),True,Agriculture; Agriculture & related technologies; Astronomy; Color; Community planning and development; Food & Drink; Human Physiology; Human figures; Law; Life Sciences; Biology; Medicine & Health; Meteorology; Music; Physics; Plants (Botany); Psychology; Sociology & anthropology,"(of wine) deep reddish in color; ""a red wine such as a claret or burgundy""; ""a pinot noir is a red burgundy"""
κερδίων,32,-1,(noise),5,Psychology (38); Economics (30); Animals (Zoology) (29),True,Economics; Human Physiology,"providing profit: ""a profitable conversation"""
δυσμενής,32,62,Life Sciences; Biology (9); Psychology (9); Animals (Zoology) (8),38,Psychology (18); Life Sciences; Biology (16); Animals (Zoology) (13),True,Business enterprises and their structure; Grammar; Internal Commerce (Domestic Trade); Psychology,"characterized by enmity or ill will: ""a hostile nation""; ""a hostile remark""; ""hostile actions"""
ἔντεα,32,80,Psychology (3); Transportation; Ground Transportation (3); Chemistry (2),51,Life Sciences; Biology (26); Psychology (24); Law (23),True,Animals (Zoology); Architecture; Athletic & Outdoor Sports & Games; Ball games; Classical mechanics; solid mechanics; Equestrian Sports & Animal Racing; Fashion design of clothing; Fishing; Furniture; Heraldry; History & Geography; Life Sciences; Biology; Music; Stage Presentations; Transportation; Ground Transportation,an outer garment that has sleeves and covers the body from shoulder down; worn outdoors
κυδάλιμος,32,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),True,Chemistry; Geometry; Human Physiology; Physics; Psychology; Sociology & anthropology,"providing abundant nourishment: ""a hearty meal""; ""good solid food""; ""ate a substantial breakfast"""
ἐπιτίθημι,32,17,Stage Presentations (10); Life Sciences; Biology (10); Music (10),21,Psychology (20); Athletic & Outdoor Sports & Games (16); Economics (15),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Art Metalwork; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Card games; Chemistry; Chess; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Fashion design of clothing; Games Of Chance; Geography & Travel; Grammar; Higher Education; Hunting; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Outdoor life; Philosophy & Psychology; Photography, computer art, cinematography, videography; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Sculpture, Ceramics & Metalwork; Secondary education; Social, folk, national dancing; Stage Presentations; Stocks; Surgery & Related Medical Specialties; Taxes and taxation; Transportation; Ground Transportation; Water, Air & Space Transportation","come to an end: ""The heat wave finally broke yesterday"""
ῥᾴδιος,32,177,Music (8); Life Sciences; Biology (7); Chemistry (7),40,Medicine & Health (22); Psychology (20); Economics (18),True,"Athletic & Outdoor Sports & Games; Chemistry; Color; Economics; Fashion design of clothing; Geology, Hydrology & Meteorology; Grammar; Human Physiology; Human figures; Institutions pertaining to relations of the sexes; Life Sciences; Biology; Linguistics; Literature; Medicine & Health; Meteorology; Metrology & standardization; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Physics; Psychology; Public Finance; Religion; Sociology & anthropology; Sound & related vibrations; Stocks; Textiles; Time","not out: ""it's ten o'clock and the children are in""; ""the tide is in"""
δεξιός,32,143,Animals (Zoology) (7); Human figures (6); Life Sciences; Biology (6),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Arts & Recreation; Color; Food & Drink; Geography & Travel; Geometry; Heraldry; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Literature; Medicine & Health; Metrology & standardization; Money; Personal Health & Safety; Psychology; Public Administration; Sociology & anthropology; Sound & related vibrations; Time","blessed with advantages: ""she is more advantaged than her cousin""; ""born into the favored classes"""
διαμπερές,32,79,Time (6); Human Physiology (5); Athletic & Outdoor Sports & Games (4),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,Human Physiology; Mathematics; Time,"(intensifier for adjectives) very; ""she was ever so friendly"""
Κύκλωψ,32,-1,(noise),34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",True,"Chemistry; Eating, drinking; using drugs; Life Sciences; Biology; Medicine & Health; Metrology & standardization",a former unit of electric current (slightly smaller than the SI ampere)
ὕστερος,31,74,Law (5); Psychology (5); Public Administration (4),36,Psychology (20); Economics (18); Law (16),True,Time,"referring to the the second of two things or persons mentioned (or the last one or ones of several); ""in the latter case"
ὄσσε,31,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,Number & quantity,"opinion or judgment: ""in the eyes of the law"" or ""I was wrong in her eyes"""
δατέομαι,31,176,"Building & Construction (15); Eating, drinking; using drugs (14); Psychology (14)",13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Chemistry; Chess; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Electricity & electronics; Games Of Chance; Geography & Travel; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Mathematics; Medicine & Health; Money; Motion pictures, radio, television; Music; Outdoor life; Painting; Photography, computer art, cinematography, videography; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Science; Secondary education; Social, folk, national dancing; Sociology & anthropology; Stage Presentations; Stocks; Transportation; Ground Transportation; Vehicular transportation","refrain from consuming: ""You will ahve to forgo alcohol"""
πτολίεθρον,31,139,Geography & Travel (2),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,Community planning and development; Geography & Travel; Public Administration,"an incorporated administrative district established by state charter: ""the city raised the tax rate"""
δεσμός,31,11,"Eating, drinking; using drugs (5); Athletic & Outdoor Sports & Games (5); Games Of Chance (5)",17,Psychology (31); Economics (29); Life Sciences; Biology (28),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Art Metalwork; Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Business enterprises and their structure; Chemistry; Classical mechanics; solid mechanics; Color; Community planning and development; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Equestrian Sports & Animal Racing; Fashion design of clothing; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Grammar; Heraldry; History & Geography; Home & Family Management; Human Physiology; Human anatomy, cytology & histology; Human figures; Insects; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Literature; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Outdoor life; Personal Health & Safety; Physics; Political Science; Processes, forms & subjects of sculpture; Production; Psychology; Public Administration; Religion; Sociology & anthropology; Sound & related vibrations; Sports, Games & Entertainment; Stage Presentations; Stocks; Time; Transportation; Ground Transportation",the act of confining someone in a prison (or as if in a prison)
κράτος,31,-1,(noise),49,Psychology (22); Economics (20); Music (18),True,"Agriculture; Agriculture & related technologies; Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Business enterprises and their structure; Card games; Chemistry; Chess; Classical mechanics; solid mechanics; Diplomacy; Eating, drinking; using drugs; Economics; Fashion design of clothing; Furniture; Games Of Chance; Grammar; Heraldry; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Insurance; Internal Commerce (Domestic Trade); Law; Linguistics; Literature; Mathematics; Meteorology; Metrology & standardization; Money; Music; News Media, Journalism & Publishing; Number & quantity; Numismatics & Sigillography; Physics; Political Science; Psychology; Public Administration; Religion; Social Sciences; Sociology & anthropology; Time; Vehicular transportation; Water, Air & Space Transportation",the power to be effective
νημερτής,31,147,Psychology (13); Life Sciences; Biology (13); Law (12),15,Psychology (39); Human Physiology (30); Law (27),True,Human Physiology; Human figures; Psychology,"certain to get or have: ""he knew he was in for a licking"""
κράς,31,190,"Production (8); Fashion design of clothing (8); Human anatomy, cytology & histology (7)",30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Art Metalwork; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Business enterprises and their structure; Card games; Chemistry; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Food & Drink; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Grammar; Heraldry; Higher Education; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Meteorology; Metrology & standardization; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Number & quantity; Numismatics & Sigillography; Painting; Personal Health & Safety; Physics; Plants (Botany); Political Science; Production; Psychology; Public Finance; Religion; Religious mythology & social theology; Secondary education; Stage Presentations; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","lowest supporting part of a structure: ""it was built on a base of solid rock""; ""he stood at the foot of the tower"""
σχέτλιος,31,125,Human Physiology (9); Psychology (9); Medicine & Health (5),50,"Psychology (23); Medicine & Health (23); Eating, drinking; using drugs (20)",True,Food & Drink; Human Physiology; Medicine & Health; Personal Health & Safety; Psychology; Stocks,"steadfast in purpose or devotion or affection: ""a man constant in adherence to his ideals""; ""a constant lover""; ""constan"
νῶτον,31,-1,(noise),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Animals (Zoology); Architecture; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Chemistry; Community planning and development; Eating, drinking; using drugs; Fashion design of clothing; Fishing; Furniture; Geography & Travel; Geology, Hydrology & Meteorology; Human Physiology; Human anatomy, cytology & histology; Human figures; Insects; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Literature; Mathematics; Medicine & Health; Money; Music; News Media, Journalism & Publishing; Numismatics & Sigillography; Plants (Botany); Psychology; Public Administration; Religion; Stage Presentations; Time; Transportation; Ground Transportation; Vehicular transportation; Water, Air & Space Transportation",a device that provides reactive force when in motion relative to the surrounding air; can lift or control a plane in fli
εἰσέρχομαι,31,0,Psychology (9); Athletic & Outdoor Sports & Games (9); Geography & Travel (9),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Athletic & Outdoor Sports & Games; Building & Construction; Card games; Classical mechanics; solid mechanics; Dentistry; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Electricity & electronics; Fashion design of clothing; Geography & Travel; History & Geography; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Literature; Mathematics; Medicine & Health; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Plants (Botany); Production; Psychology; Public Administration; Science; Sociology & anthropology; Sports, Games & Entertainment; Stage Presentations; Stocks; Taxes and taxation; Transportation; Ground Transportation; Water, Air & Space Transportation",keep in mind
σίδηρος,31,-1,(noise),40,Medicine & Health (22); Psychology (20); Economics (18),True,Animals (Zoology); Architecture; Ball games; Building & Construction; Chemistry; Community planning and development; Home & Family Management; Internal Commerce (Domestic Trade),"a mercantile establishment for the retail sale of goods or services: ""he bought it at a shop on Cape Cod"""
ῥύομαι,31,16,Mathematics (3); Transportation; Ground Transportation (3); Music (3),16,Production (11); Psychology (11); Animals (Zoology) (11),True,"Animals (Zoology); Astronomy; Eating, drinking; using drugs; Economics; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Music; Plants (Botany); Religion; Stage Presentations; Stocks; Transportation; Ground Transportation","discharge or settle: ""pay a debt""; ""pay an obligation"""
ἆθλον,31,-1,(noise),36,Psychology (20); Economics (18); Law (16),True,"Animals (Zoology); Architecture; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Building & Construction; Business enterprises and their structure; Chemistry; Community planning and development; Eating, drinking; using drugs; Economics; Equestrian Sports & Animal Racing; Games Of Chance; Geography & Travel; History & Geography; Human anatomy, cytology & histology; Human figures; Hydraulic engineering; Internal Commerce (Domestic Trade); Law; Literature; Mathematics; Outdoor life; Photography, computer art, cinematography, videography; Physics; Political Science; Psychology; Public Administration; Sociology & anthropology; Stage Presentations; Transportation; Ground Transportation","a hostile meeting of opposing military forces in the course of a war: ""Grant won a decisive victory in the battle of Chi"
ἐυκνήμις,30,-1,(noise),1,Psychology (29); Life Sciences; Biology (23); Economics (23),False,,
ἀριστεύς,30,58,Psychology (3); Production (3); Geography & Travel (3),16,Production (11); Psychology (11); Animals (Zoology) (11),True,Human figures; Production; Psychology; Public Administration; Sociology & anthropology,"the qualities of a hero or heroine; exceptional or heroic courage when facing danger (especially in battle); ""he showed "
ὀφέλλω,30,95,Life Sciences; Biology (11); Animals (Zoology) (11); Psychology (11),23,Psychology (41); Economics (31); Medicine & Health (31),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Color; Community planning and development; Dentistry; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Furniture; Games Of Chance; Games dependent on drawing numbers or counters; Geography & Travel; Geology, Hydrology & Meteorology; Grammar; Higher Education; Home & Family Management; Human Physiology; Human anatomy, cytology & histology; Human figures; Hydraulic engineering; Ice and snow sports; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Meteorology; Metrology & standardization; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Number & quantity; Pharmacology & therapeutics; Philosophy & Psychology; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Public Finance; Religion; Science; Secondary education; Social, folk, national dancing; Sociology & anthropology; Sound & related vibrations; Sports, Games & Entertainment; Surgery & Related Medical Specialties; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","win an overwhelming victory in or on: ""Her new show dog swept all championships"""
ὅρκιον,30,5,Psychology (5); Geography & Travel (5); Economics (5),36,Psychology (20); Economics (18); Law (16),True,"Arts & Recreation; Chemistry; Eating, drinking; using drugs; Economics; Food & Drink; Geography & Travel; Grammar; Higher Education; History & Geography; Human figures; Insurance; Law; Linguistics; Metrology & standardization; Money; Political Science; Psychology; Public Finance; Religion; Sociology & anthropology; Stocks",a persistently annoying person
ἐπαίσσω,30,-1,(noise),3,"Eating, drinking; using drugs (54); Life Sciences; Biology (50); Transportation; Ground Transportation (50)",False,,
ἐκτελέω,30,42,Psychology (5); Human Physiology (4); Athletic & Outdoor Sports & Games (3),12,Economics (26); Psychology (25); Transportation; Ground Transportation (25),True,"Athletic & Outdoor Sports & Games; Building & Construction; Eating, drinking; using drugs; Games Of Chance; Mathematics; Transportation; Ground Transportation","advance or set forth in court: ""bring charges"", ""institute proceedings"""
δεῖπνον,30,172,"Eating, drinking; using drugs (4); Human Physiology (4); Food & Drink (4)",42,"Economics (23); Eating, drinking; using drugs (23); Psychology (23)",True,"Eating, drinking; using drugs; Food & Drink; Money; Time","a social gathering where a light evening meal is served: ""her suppers often included celebrities"""
παντοῖος,30,172,"Eating, drinking; using drugs (4); Human Physiology (4); Food & Drink (4)",34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",True,Games Of Chance; Human Physiology,"(of games) engaged in; ""the loosely played game"""
ἱερεύω,30,49,Number & quantity (17); Music (8); Animals (Zoology) (7),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,"Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Eating, drinking; using drugs; Economics; Education; Games Of Chance; Internal Commerce (Domestic Trade); Law; Mathematics; Medicine & Health; Music; News Media, Journalism & Publishing; Political Science; Psychology; Religion; Water, Air & Space Transportation","break down, literally or metaphorically: ""The wall collapsed""; ""The business collapsed""; ""The dam broke""; ""The roof coll"
πονέω,30,-1,(noise),33,"Eating, drinking; using drugs (37); Psychology (28); Life Sciences; Biology (28)",True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Education; Engineering; Fashion design of clothing; Games Of Chance; Geography & Travel; Higher Education; History & Geography; Hunting; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Philosophy & Psychology; Photography, computer art, cinematography, videography; Plants (Botany); Political Science; Production; Psychology; Public Administration; Science; Sculpture, Ceramics & Metalwork; Secondary education; Social, folk, national dancing; Sociology & anthropology; Stage Presentations; Surgery & Related Medical Specialties; Transportation; Ground Transportation; Vehicular transportation","be abolished or discarded: ""These ugly billboards have to go!"" ""These luxuries all had to go under the Khmer Rouge"""
ἀλεγεινός,30,82,Psychology (11); Animals (Zoology) (8); Medicine & Health (8),28,Psychology (60); Economics (43); Human Physiology (33),True,"Chemistry; Economics; Geology, Hydrology & Meteorology; Human Physiology; Linguistics; Meteorology; Motion pictures, radio, television; Physics; Psychology; Sound & related vibrations; Stage Presentations","requiring or showing effort: ""heavy breathing""; ""the subject made for labored reading"""
δηιοτής,30,102,Psychology (4); Internal Commerce (Domestic Trade) (4); Agriculture (2),1,Psychology (29); Life Sciences; Biology (23); Economics (23),False,,
ποικίλος,30,-1,(noise),4,Human Physiology (27); Athletic & Outdoor Sports & Games (25); Transportation; Ground Transportation (23),True,"Arts & Recreation; Chemistry; Color; Economics; Food & Drink; Genetics & evolution; Human Physiology; Human anatomy, cytology & histology; Human figures; Life Sciences; Biology; Linguistics; Medicine & Health; Metrology & standardization; Money; Philosophy & Psychology; Physics; Plants (Botany); Psychology; Sociology & anthropology; Sound & related vibrations; Water, Air & Space Transportation","considered individually: ""the respective club members""; ""specialists in their several fields""; ""the various reports all "
χάλκειος,30,191,"Animals (Zoology) (4); Human anatomy, cytology & histology (4); Human figures (4)",30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,Chemistry,made of or resembling brass (as in color or hardness)
γαστήρ,30,185,Ball games (6); Transportation; Ground Transportation (6); Fashion design of clothing (6),43,Psychology (34); Life Sciences; Biology (26); Economics (26),True,"Animals (Zoology); Ball games; Eating, drinking; using drugs; Fashion design of clothing; Food & Drink; Furniture; Geography & Travel; Geology, Hydrology & Meteorology; Human anatomy, cytology & histology; Money; Music; Political Science; Psychology; Religion; Stage Presentations; Time; Transportation; Ground Transportation","something determined in relation to something that includes it: ""he wanted to feel a part of something bigger than himse"
